,target
1663,0.061897623
1664,0.058827729
1665,0.055400871
1666,0.054686942
1667,0.056186193
1668,0.0581138
1669,0.055900621
1670,0.053830228
1671,0.04990362
1672,0.042407368
1673,0.021060898
1674,0.015920611
1675,0.012493753
1676,0.0087813236
1677,0.0087099307
1678,0.015492254
1679,0.014492754
1680,0.015206682
1681,0.021417862
1682,0.026343971
1683,0.032126794
1684,0.042835725
1685,0.026415364
1686,0.075605055
1687,0.089098308
1688,0.067894624
1689,0.033626044
1690,0.051260084
1691,0.126294
1692,0.18183765
1693,0.1072321
1694,0.22124652
1695,0.23659599
1696,0.2484472
1697,0.26415364
1698,0.32269579
1699,0.38844863
1700,0.37731134
1701,0.28507175
1702,0.26722353
1703,0.21796245
1704,0.14064396
1705,0.10887413
1706,0.081816235
1707,0.06332548
1708,0.054187192
1709,0.049618048
1710,0.053473263
1711,0.056900121
1712,0.048761334
1713,0.044120797
1714,0.040765332
1715,0.03576783
1716,0.030341972
1717,0.030341972
1718,0.030341972
1719,0.028771329
1720,0.024559149
1721,0.024059399
1722,0.024701935
1723,0.025558649
1724,0.021560648
1725,0.019561648
1726,0.018419362
1727,0.017348469
1728,0.015920611
1729,0.012993503
1730,0.012565146
1731,0.012136789
1732,0.011994003
1733,0.0071392875
1734,0.00571143
1735,0.0061397872
1736,0.0060683944
1737,0.0094238595
1738,0.012208182
1739,0.016348968
1740,0.023416863
1741,0.037838224
1742,0.035982009
1743,0.02184622
1744,0.019276076
1745,0.046262583
1746,0.10730349
1747,0.11858357
1748,0.10180624
1749,0.1432855
1750,0.25837081
1751,0.33811666
1752,0.38766331
1753,0.43264082
1754,0.44013707
1755,0.39787249
1756,0.36453202
1757,0.28857
1758,0.16855858
1759,0.13486114
1760,0.12408082
1761,0.12315271
1762,0.13850218
1763,0.08667095
1764,0.060541158
1765,0.056543157
1766,0.065253088
1767,0.055400871
1768,0.04569144
1769,0.037409866
1770,0.03376883
1771,0.032055401
1772,0.030698936
1773,0.025273078
1774,0.024701935
1775,0.022274577
1776,0.022631541
1777,0.022417363
1778,0.023416863
1779,0.020346969
1780,0.018276576
1781,0.015920611
1782,0.011494253
1783,0.010637538
1784,0.0097808239
1785,0.0096380381
1786,0.0015706432
1787,0.0017848219
1788,0.0064253587
1789,0.021560648
1790,0.053187692
1791,0.11165846
1792,0.13693153
1793,0.1864068
1794,0.16591704
1795,0.19218962
1796,0.17441279
1797,0.23038481
1798,0.23166988
1799,0.10737488
1800,0.19190405
1801,0.22160348
1802,0.24287856
1803,0.24173627
1804,0.17869637
1805,0.19390305
1806,0.19868637
1807,0.19782966
1808,0.17427001
1809,0.19347469
1810,0.20411223
1811,0.21217962
1812,0.22981366
1813,0.2735061
1814,0.28128793
1815,0.28150211
1816,0.21689155
1817,0.14878275
1818,0.11936889
1819,0.10630399
1820,0.0861712
1821,0.072963518
1822,0.063539659
1823,0.0561148
1824,0.054044406
1825,0.052116799
1826,0.04719069
1827,0.047976012
1828,0.043264082
1829,0.043406868
1830,0.038552152
1831,0.035482259
1832,0.03326908
1833,0.030270579
1834,0.0280574
1835,0.023202684
1836,0.021774827
1837,0.019918612
1838,0.017991004
1839,0.023773827
1840,0.030984508
1841,0.051188691
1842,0.051117298
1843,0.07324909
1844,0.084029414
1845,0.130292
1846,0.10559006
1847,0.14421361
1848,0.2033983
1849,0.21332191
1850,0.20054259
1851,0.1613479
1852,0.10744628
1853,0.094024416
1854,0.088812736
1855,0.14699793
1856,0.20846719
1857,0.24573428
1858,0.27479118
1859,0.28749911
1860,0.29413864
1861,0.32076819
1862,0.35053902
1863,0.3296923
1864,0.27586207
1865,0.28078818
1866,0.22909974
1867,0.20104234
1868,0.21353609
1869,0.17669737
1870,0.12015421
1871,0.11608481
1872,0.096880131
1873,0.086885129
1874,0.081030913
1875,0.075319483
1876,0.06903691
1877,0.064182195
1878,0.058827729
1879,0.049189691
1880,0.047119297
1881,0.045048904
1882,0.047047905
1883,0.044477761
1884,0.040908117
1885,0.03998001
1886,0.038766331
1887,0.03276933
1888,0.025915614
1889,0.025701435
1890,0.025130292
1891,0.021989005
1892,0.026558149
1893,0.033840223
1894,0.037124295
1895,0.043406868
1896,0.056685943
1897,0.066609552
1898,0.063611052
1899,0.063111301
1900,0.072463768
1901,0.087884629
1902,0.090454773
1903,0.073963018
1904,0.078246591
1905,0.10751767
1906,0.18076676
1907,0.2404512
1908,0.2153923
1909,0.16298993
1910,0.16984365
1911,0.16677376
1912,0.17327051
1913,0.15863497
1914,0.19418862
1915,0.19890055
1916,0.12879275
1917,0.1011637
1918,0.11715571
1919,0.18397944
1920,0.16541729
1921,0.12379525
1922,0.11886914
1923,0.13764546
1924,0.11073035
1925,0.081173699
1926,0.067894624
1927,0.05561505
1928,0.04669094
1929,0.044763333
1930,0.043264082
1931,0.041764832
1932,0.041550653
1933,0.04147926
1934,0.039051903
1935,0.037981009
1936,0.040194189
1937,0.041336475
1938,0.039908617
1939,0.040336974
1940,0.039194688
1941,0.036196188
1942,0.034625544
1943,0.033626044
1944,0.03326908
1945,0.030270579
1946,0.030913115
1947,0.031841222
1948,0.030270579
1949,0.028914114
1950,0.034554151
1951,0.053544656
1952,0.06703791
1953,0.093024916
1954,0.14913972
1955,0.18469337
1956,0.13778825
1957,0.19019062
1958,0.10758906
1959,0.24380667
1960,0.28100236
1961,0.30270579
1962,0.31577069
1963,0.27464839
1964,0.17412722
1965,0.15563647
1966,0.17669737
1967,0.22267438
1968,0.30006425
1969,0.33626044
1970,0.36438923
1971,0.3858071
1972,0.38337974
1973,0.26893696
1974,0.22160348
1975,0.18426501
1976,0.12500892
1977,0.10330549
1978,0.09038338
1979,0.081887628
1980,0.066466767
1981,0.061112301
1982,0.058756336
1983,0.057185693
1984,0.054686942
1985,0.048261583
1986,0.04719069
1987,0.045977011
1988,0.044763333
1989,0.041550653
1990,0.039765831
1991,0.039051903
1992,0.038766331
1993,0.037552652
1994,0.033697437
1995,0.03276933
1996,0.041336475
1997,0.034197187
1998,0.0290569
1999,0.02955665
2000,0.033054901
2001,0.037409866
2002,0.072106804
2003,0.060326979
2004,0.04419219
2005,0.051545656
2006,0.11994003
2007,0.1854073
2008,0.19090455
2009,0.25230242
2010,0.24837581
2011,0.10766046
2012,0.1663454
2013,0.12465196
2014,0.096951524
2015,0.080388377
2016,0.13607482
2017,0.2193903
2018,0.18704933
2019,0.158278
2020,0.16870136
2021,0.19168987
2022,0.16970086
2023,0.21474977
2024,0.19747269
2025,0.13971586
2026,0.10573285
2027,0.083386878
2028,0.07474834
2029,0.060612551
2030,0.063111301
2031,0.072963518
2032,0.062468766
2033,0.04669094
2034,0.036981509
2035,0.034054401
2036,0.032126794
2037,0.034696937
2038,0.029413864
2039,0.031412865
2040,0.032340972
2041,0.031984008
2042,0.029271079
2043,0.0280574
2044,0.026629542
2045,0.024416363
2046,0.020703934
2047,0.016420361
2048,0.015349468
2049,0.014778325
2050,0.013707432
2051,0.015349468
2052,0.014849718
2053,0.015849218
2054,0.019061898
2055,0.035982009
2056,0.054401371
2057,0.072820732
2058,0.09238238
2059,0.18676376
2060,0.18376526
2061,0.18469337
2062,0.25837081
2063,0.27843221
2064,0.10773185
2065,0.28071678
2066,0.30549011
2067,0.30391947
2068,0.29727993
2069,0.3146284
2070,0.33440423
2071,0.35589348
2072,0.36902977
2073,0.30977368
2074,0.2765046
2075,0.26044121
2076,0.23352609
2077,0.17191404
2078,0.12215321
2079,0.1022346
2080,0.099307489
2081,0.12408082
2082,0.10409081
2083,0.081887628
2084,0.07053616
2085,0.06432498
2086,0.056828728
2087,0.049832227
2088,0.048190191
2089,0.046548154
2090,0.042550153
2091,0.030841722
2092,0.031412865
2093,0.032198187
2094,0.030770329
2095,0.025201685
2096,0.02234597
2097,0.022060398
2098,0.024273577
2099,0.0290569
2100,0.034197187
2101,0.032126794
2102,0.035053902
2103,0.035482259
2104,0.043192689
2105,0.047904619
2106,0.073677447
2107,0.069465267
2108,0.072320982
2109,0.12715071
2110,0.12807882
2111,0.1623474
2112,0.17783965
2113,0.13636039
2114,0.1282216
2115,0.12779325
2116,0.10487613
2117,0.10780324
2118,0.098236596
2119,0.063682444
2120,0.052259584
2121,0.055472264
2122,0.075676447
2123,0.055829228
2124,0.048832726
2125,0.051331477
2126,0.060541158
2127,0.060041408
2128,0.061183694
2129,0.090668951
2130,0.065752838
2131,0.054615549
2132,0.048118798
2133,0.046119797
2134,0.051331477
2135,0.045548654
2136,0.044977511
2137,0.033911616
2138,0.025558649
2139,0.02484472
2140,0.026700935
2141,0.027129292
2142,0.023416863
2143,0.020418362
2144,0.021703434
2145,0.022203184
2146,0.021560648
2147,0.019847219
2148,0.014778325
2149,0.013350468
2150,0.013136289
2151,0.012565146
2152,0.012993503
2153,0.012993503
2154,0.0096380381
2155,0.0067823231
2156,0.0032126794
2157,0.014207182
2158,0.014921111
2159,0.034339973
2160,0.051045906
2161,0.057685443
2162,0.041836225
2163,0.093738845
2164,0.11815521
2165,0.18062397
2166,0.29413864
2167,0.31705576
2168,0.32726494
2169,0.33040623
2170,0.10787463
2171,0.31377169
2172,0.30306275
2173,0.19468837
2174,0.11786964
2175,0.092739345
2176,0.11330049
2177,0.10287713
2178,0.10673235
2179,0.096308988
2180,0.11501392
2181,0.17691154
2182,0.16406083
2183,0.12101092
2184,0.11130149
2185,0.098450775
2186,0.11529949
2187,0.13893053
2188,0.1002356
2189,0.052973513
2190,0.042264582
2191,0.037695438
2192,0.034482759
2193,0.033340473
2194,0.033340473
2195,0.028628543
2196,0.026415364
2197,0.025987006
2198,0.025844221
2199,0.022774327
2200,0.026772328
2201,0.028414364
2202,0.021489255
2203,0.019061898
2204,0.017562647
2205,0.014421361
2206,0.0080673949
2207,0.01092311
2208,0.010708931
2209,0.011994003
2210,0.018276576
2211,0.01913329
2212,0.033340473
2213,0.052545156
2214,0.050760334
2215,0.027129292
2216,0.025915614
2217,0.051045906
2218,0.10958806
2219,0.19426001
2220,0.20247019
2221,0.14799743
2222,0.15385165
2223,0.10794603
2224,0.19825801
2225,0.23959449
2226,0.25030342
2227,0.18719212
2228,0.15470836
2229,0.13514671
2230,0.13985864
2231,0.14564146
2232,0.11965446
2233,0.0871707
2234,0.079388877
2235,0.12372385
2236,0.19347469
2237,0.19168987
2238,0.24466338
2239,0.24794745
2240,0.16891554
2241,0.097522667
2242,0.069750839
2243,0.055258085
2244,0.048332976
2245,0.049760834
2246,0.04619119
2247,0.043406868
2248,0.040265581
2249,0.037695438
2250,0.033983008
2251,0.033197687
2252,0.036553152
2253,0.03426858
2254,0.02334547
2255,0.019990005
2256,0.019347469
2257,0.017705433
2258,0.016991504
2259,0.012565146
2260,0.014992504
2261,0.014064396
2262,0.013493253
2263,0.020989505
2264,0.022702934
2265,0.030127793
2266,0.038552152
2267,0.096880131
2268,0.12957807
2269,0.15406582
2270,0.15263797
2271,0.15720711
2272,0.21753409
2273,0.23659599
2274,0.2214607
2275,0.18026701
2276,0.10801742
2277,0.16520311
2278,0.19882916
2279,0.23352609
2280,0.21603484
2281,0.16684515
2282,0.11615621
2283,0.11944028
2284,0.10965946
2285,0.11237239
2286,0.09288213
2287,0.10009281
2288,0.15063897
2289,0.22867138
2290,0.29806525
2291,0.32133933
2292,0.27821803
2293,0.22060398
2294,0.18148069
2295,0.16520311
2296,0.13714571
2297,0.10980224
2298,0.088598558
2299,0.076604555
2300,0.072035411
2301,0.063111301
2302,0.057828229
2303,0.052830727
2304,0.05190262
2305,0.049975012
2306,0.048475762
2307,0.043978011
2308,0.039694438
2309,0.036838723
2310,0.035696437
2311,0.034982509
2312,0.03326908
2313,0.027771828
2314,0.024701935
2315,0.024630542
2316,0.028342971
2317,0.02955665
2318,0.030627543
2319,0.045048904
2320,0.0591133
2321,0.092810737
2322,0.083458271
2323,0.072606554
2324,0.078817734
2325,0.082672949
2326,0.069322482
2327,0.11986864
2328,0.10694653
2329,0.10808881
2330,0.11794103
2331,0.16370386
2332,0.20775327
2333,0.22324552
2334,0.16491754
2335,0.16641679
2336,0.14092954
2337,0.19633041
2338,0.16427501
2339,0.10194903
2340,0.08145927
2341,0.057542657
2342,0.06232598
2343,0.078603555
2344,0.095523667
2345,0.12964946
2346,0.126294
2347,0.1232241
2348,0.078674948
2349,0.063539659
2350,0.063396873
2351,0.050117798
2352,0.03898051
2353,0.033126294
2354,0.03055615
2355,0.030984508
2356,0.03055615
2357,0.029699436
2358,0.03326908
2359,0.031341472
2360,0.022417363
2361,0.02234597
2362,0.020846719
2363,0.018990505
2364,0.015563647
2365,0.011280074
2366,0.010066395
2367,0.0072106804
2368,0.0069251089
2369,0.016563147
2370,0.018062397
2371,0.021917613
2372,0.036196188
2373,0.077818234
2374,0.076104805
2375,0.084886128
2376,0.10730349
2377,0.13193403
2378,0.11194403
2379,0.13878775
2380,0.09188263
2381,0.088170201
2382,0.10816021
2383,0.079031913
2384,0.078746341
2385,0.060041408
2386,0.057185693
2387,0.053973013
2388,0.055258085
2389,0.072463768
2390,0.088455772
2391,0.074534161
2392,0.077532662
2393,0.11772685
2394,0.069893625
2395,0.058042407
2396,0.06703791
2397,0.085742843
2398,0.059827229
2399,0.041907618
2400,0.019204683
2401,0.017277076
2402,0.018919112
2403,0.025772828
2404,0.030413365
2405,0.027914614
2406,0.0270579
2407,0.025201685
2408,0.022631541
2409,0.012136789
2410,0.010351967
2411,0.011637039
2412,0.01192261
2413,0.012850717
2414,0.013636039
2415,0.0093524666
2416,0.01192261
2417,0.014849718
2418,0.020275576
2419,0.019490255
2420,0.019775826
2421,0.028200186
2422,0.052545156
2423,0.040336974
2424,0.044406368
2425,0.044049404
2426,0.041050903
2427,0.064896123
2428,0.070321982
2429,0.091668451
2430,0.14214321
2431,0.23559649
2432,0.2053973
2433,0.19447419
2434,0.23966588
2435,0.1082316
2436,0.26015564
2437,0.24601985
2438,0.17841079
2439,0.11151567
2440,0.21025202
2441,0.33383308
2442,0.36081959
2443,0.31541372
2444,0.13607482
2445,0.076318983
2446,0.05661455
2447,0.047619048
2448,0.045263083
2449,0.06382523
2450,0.078532162
2451,0.087956022
2452,0.060898122
2453,0.084814735
2454,0.078889127
2455,0.048404369
2456,0.049403869
2457,0.053044906
2458,0.041336475
2459,0.039266081
2460,0.037838224
2461,0.039051903
2462,0.033697437
2463,0.033054901
2464,0.029342472
2465,0.027629043
2466,0.021417862
2467,0.019990005
2468,0.020275576
2469,0.017919612
2470,0.018276576
2471,0.016206183
2472,0.013921611
2473,0.014421361
2474,0.01713429
2475,0.022774327
2476,0.030199186
2477,0.054901121
2478,0.044120797
2479,0.03576783
2480,0.034839723
2481,0.040551153
2482,0.045120297
2483,0.048047405
2484,0.11272935
2485,0.13800243
2486,0.093810238
2487,0.1021632
2488,0.10830299
2489,0.20225601
2490,0.23067038
2491,0.27336332
2492,0.3376883
2493,0.35332334
2494,0.22188906
2495,0.14342829
2496,0.26915114
2497,0.36717356
2498,0.35289498
2499,0.34247162
2500,0.38616406
2501,0.33911616
2502,0.19668737
2503,0.21853359
2504,0.24858999
2505,0.20325552
2506,0.148283
2507,0.13336189
2508,0.11272935
2509,0.099378882
2510,0.091668451
2511,0.10102092
2512,0.11836939
2513,0.083529664
2514,0.074819733
2515,0.060469765
2516,0.058684943
2517,0.056400371
2518,0.053901621
2519,0.054187192
2520,0.047619048
2521,0.043264082
2522,0.040693939
2523,0.037481259
2524,0.03376883
2525,0.032840722
2526,0.033983008
2527,0.032912115
2528,0.031127293
2529,0.031769829
2530,0.037695438
2531,0.060041408
2532,0.089598058
2533,0.061540658
2534,0.060184194
2535,0.074891126
2536,0.091311487
2537,0.11330049
2538,0.14507032
2539,0.14535589
2540,0.23988006
2541,0.10837438
2542,0.28414364
2543,0.22074677
2544,0.23381167
2545,0.31934033
2546,0.34282859
2547,0.35646462
2548,0.40237024
2549,0.49261084
2550,0.78182337
2551,1.0
2552,0.97337046
2553,0.79067609
2554,0.61647748
2555,0.45470122
2556,0.36231884
2557,0.298565
2558,0.24073677
2559,0.18126651
2560,0.16091954
2561,0.14285714
2562,0.12243878
2563,0.11115871
2564,0.11736989
2565,0.13607482
2566,0.10894553
2567,0.097379881
2568,0.084386378
2569,0.077818234
2570,0.075533662
2571,0.074391376
2572,0.068679946
2573,0.064896123
2574,0.058470765
2575,0.057828229
2576,0.058042407
2577,0.060469765
2578,0.056257585
2579,0.053973013
2580,0.061397872
2581,0.053687442
2582,0.049975012
2583,0.050046405
2584,0.064681945
2585,0.082315985
2586,0.085028914
2587,0.1412865
2588,0.18076676
2589,0.12615121
2590,0.15149568
2591,0.13600343
2592,0.1082316
2593,0.10644678
2594,0.10844578
2595,0.17798244
2596,0.20818162
2597,0.24908974
2598,0.26915114
2599,0.31298636
2600,0.36246163
2601,0.43292639
2602,0.55829228
2603,0.74527022
2604,0.74926822
2605,0.6202613
2606,0.53273363
2607,0.35939173
2608,0.17291354
2609,0.1633469
2610,0.21881916
2611,0.26743771
2612,0.20975227
2613,0.14000143
2614,0.12765046
2615,0.11458556
2616,0.10330549
2617,0.091025916
2618,0.089812237
2619,0.085742843
2620,0.082530163
2621,0.077675448
2622,0.083529664
2623,0.076818733
2624,0.071250089
2625,0.065467266
2626,0.061469265
2627,0.058185193
2628,0.0581138
2629,0.055115299
2630,0.051617049
2631,0.049975012
2632,0.049261084
2633,0.04669094
2634,0.049046905
2635,0.054187192
2636,0.05090312
2637,0.057257086
2638,0.055329478
2639,0.053187692
2640,0.058827729
2641,0.094809738
2642,0.10837438
2643,0.14735489
2644,0.18183765
2645,0.2414507
2646,0.27714714
2647,0.10851717
2648,0.23359749
2649,0.26672378
2650,0.31420004
2651,0.30598986
2652,0.3036339
2653,0.30142072
2654,0.23388306
2655,0.16170486
2656,0.12743628
2657,0.095309488
2658,0.096023417
2659,0.13564646
2660,0.15470836
2661,0.30820304
2662,0.38830585
2663,0.35003927
2664,0.22103234
2665,0.16070536
2666,0.13914471
2667,0.13050618
2668,0.11037338
2669,0.10044978
2670,0.093096309
2671,0.093953023
2672,0.10930249
2673,0.090169201
2674,0.064753338
2675,0.062254587
2676,0.060469765
2677,0.057257086
2678,0.052545156
2679,0.051759834
2680,0.04990362
2681,0.047476262
2682,0.049118298
2683,0.04519169
2684,0.041122296
2685,0.040836724
2686,0.038052402
2687,0.043906618
2688,0.048190191
2689,0.059970015
2690,0.089169701
2691,0.093239095
2692,0.10801742
2693,0.16691654
2694,0.22752909
2695,0.27507675
2696,0.28685657
2697,0.30620404
2698,0.30434783
2699,0.29799386
2700,0.10858856
2701,0.27065039
2702,0.27007925
2703,0.27764689
2704,0.2956379
2705,0.34040123
2706,0.37723995
2707,0.39951453
2708,0.44149354
2709,0.44363533
2710,0.3336903
2711,0.25073178
2712,0.26722353
2713,0.29792247
2714,0.33440423
2715,0.34504176
2716,0.35610766
2717,0.3336903
2718,0.22274577
2719,0.14778325
2720,0.12393803
2721,0.11251517
2722,0.11258656
2723,0.12358107
2724,0.1102306
2725,0.10758906
2726,0.095880631
2727,0.080388377
2728,0.076890126
2729,0.073891626
2730,0.074391376
2731,0.06853716
2732,0.064539159
2733,0.060969515
2734,0.058542157
2735,0.061255087
2736,0.058827729
2737,0.054329978
2738,0.052616549
2739,0.053044906
2740,0.047047905
2741,0.045977011
2742,0.047262083
2743,0.051260084
2744,0.051759834
2745,0.053544656
2746,0.052045406
2747,0.044549154
2748,0.049118298
2749,0.049189691
2750,0.040836724
2751,0.049261084
2752,0.053616049
2753,0.10865996
2754,0.057542657
2755,0.066752338
2756,0.11858357
2757,0.18190905
2758,0.21517813
2759,0.23502534
2760,0.25315913
2761,0.27664739
2762,0.34054401
2763,0.41950453
2764,0.48789891
2765,0.49111159
2766,0.43571072
2767,0.36424645
2768,0.31834083
2769,0.28093096
2770,0.25815664
2771,0.2073963
2772,0.18083815
2773,0.15056757
2774,0.11380024
2775,0.094881131
2776,0.090240594
2777,0.075319483
2778,0.063111301
2779,0.061255087
2780,0.072320982
2781,0.069750839
2782,0.067394874
2783,0.064610552
2784,0.060255586
2785,0.051260084
2786,0.047761833
2787,0.046048404
2788,0.045548654
2789,0.047833226
2790,0.045620047
2791,0.040551153
2792,0.046048404
2793,0.043406868
2794,0.042835725
2795,0.044763333
2796,0.082315985
2797,0.10351967
2798,0.098950525
2799,0.10644678
2800,0.13707432
2801,0.17127151
2802,0.20796744
2803,0.23880917
2804,0.26579567
2805,0.28585707
2806,0.10873135
2807,0.32533733
2808,0.32826444
2809,0.3136289
2810,0.2435211
2811,0.160277
2812,0.13314771
2813,0.096737346
2814,0.083958021
2815,0.092525166
2816,0.095880631
2817,0.085385878
2818,0.11979724
2819,0.12086814
2820,0.14042979
2821,0.16627401
2822,0.21596345
2823,0.14942529
2824,0.088955522
2825,0.07524809
2826,0.06953666
2827,0.064396373
2828,0.057471264
2829,0.047976012
2830,0.047047905
2831,0.046833726
2832,0.042978511
2833,0.040836724
2834,0.041550653
2835,0.038837724
2836,0.036124795
2837,0.033626044
2838,0.031912615
2839,0.033483258
2840,0.030270579
2841,0.030770329
2842,0.037338474
2843,0.038409367
2844,0.036124795
2845,0.039551653
2846,0.046262583
2847,0.041193689
2848,0.034411366
2849,0.034482759
2850,0.069965017
2851,0.072178197
2852,0.043763832
2853,0.043121296
2854,0.076818733
2855,0.12572285
2856,0.14664097
2857,0.21510673
2858,0.23830942
2859,0.10880274
2860,0.14392804
2861,0.12679375
2862,0.19611623
2863,0.26822303
2864,0.31876919
2865,0.35910616
2866,0.39344613
2867,0.4298565
2868,0.42171771
2869,0.29378168
2870,0.22495895
2871,0.20218462
2872,0.24130792
2873,0.27479118
2874,0.23281217
2875,0.15592204
2876,0.13450418
2877,0.11208681
2878,0.088170201
2879,0.08145927
2880,0.077461269
2881,0.069251089
2882,0.060755337
2883,0.0571143
2884,0.055043907
2885,0.052473763
2886,0.046048404
2887,0.044477761
2888,0.042050403
2889,0.040693939
2890,0.037552652
2891,0.035553652
2892,0.034054401
2893,0.032912115
2894,0.03276933
2895,0.027986007
2896,0.026915114
2897,0.026772328
2898,0.027914614
2899,0.038123795
2900,0.054401371
2901,0.049046905
2902,0.041265082
2903,0.053544656
2904,0.068180196
2905,0.083386878
2906,0.081816235
2907,0.059256086
2908,0.096451774
2909,0.17048619
2910,0.13364746
2911,0.11080174
2912,0.10887413
2913,0.22674377
2914,0.32819305
2915,0.3868066
2916,0.41415007
2917,0.40536874
2918,0.39366031
2919,0.34675519
2920,0.3016349
2921,0.304562
2922,0.29385307
2923,0.1804098
2924,0.16013422
2925,0.11187264
2926,0.095737845
2927,0.082101806
2928,0.071321482
2929,0.068894124
2930,0.073391875
2931,0.07324909
2932,0.057756836
2933,0.057042907
2934,0.05290212
2935,0.045834226
2936,0.043549654
2937,0.041407867
2938,0.03898051
2939,0.037409866
2940,0.035482259
2941,0.033554651
2942,0.03276933
2943,0.035696437
2944,0.038766331
2945,0.031270079
2946,0.028271578
2947,0.028200186
2948,0.042692939
2949,0.032269579
2950,0.024916113
2951,0.021417862
2952,0.020132791
2953,0.019775826
2954,0.02284572
2955,0.036838723
2956,0.033126294
2957,0.026415364
2958,0.024416363
2959,0.047047905
2960,0.052616549
2961,0.028699936
2962,0.056543157
2963,0.060898122
2964,0.094024416
2965,0.10894553
2966,0.10380524
2967,0.16513172
2968,0.093310488
2969,0.066538159
2970,0.091168701
2971,0.12936389
2972,0.070250589
2973,0.055829228
2974,0.069393874
2975,0.049261084
2976,0.054258585
2977,0.13800243
2978,0.13114871
2979,0.096023417
2980,0.091025916
2981,0.1793389
2982,0.091168701
2983,0.059256086
2984,0.067252088
2985,0.062540158
2986,0.043406868
2987,0.037409866
2988,0.034982509
2989,0.031412865
2990,0.028128793
2991,0.026629542
2992,0.023916613
2993,0.021917613
2994,0.020775327
2995,0.017491254
2996,0.016491754
2997,0.01563504
2998,0.014635539
2999,0.014064396
3000,0.01242236
3001,0.011065896
3002,0.010209181
3003,0.0092810737
3004,0.010994503
3005,0.025772828
3006,0.02434497
3007,0.017776826
3008,0.01242236
3009,0.020989505
3010,0.033411865
3011,0.032840722
3012,0.053687442
3013,0.077746841
3014,0.082958521
3015,0.12672235
3016,0.23980867
3017,0.31220104
3018,0.10901692
3019,0.33654601
3020,0.28528593
3021,0.24673378
3022,0.2394517
3023,0.13550368
3024,0.082887128
3025,0.11979724
3026,0.22602984
3027,0.20661098
3028,0.1182266
3029,0.14164346
3030,0.20761048
3031,0.21610623
3032,0.17091454
3033,0.10694653
3034,0.11130149
3035,0.10944528
3036,0.11915471
3037,0.074676947
3038,0.06232598
3039,0.052616549
3040,0.04719069
3041,0.043192689
3042,0.039623046
3043,0.036695938
3044,0.033697437
3045,0.029770829
3046,0.02855715
3047,0.026486757
3048,0.025273078
3049,0.02434497
3050,0.022488756
3051,0.021132291
3052,0.019633041
3053,0.018490755
3054,0.016991504
3055,0.015206682
3056,0.014278575
3057,0.012993503
3058,0.012350967
3059,0.015206682
3060,0.020775327
3061,0.022988506
3062,0.035839223
3063,0.053687442
3064,0.064396373
3065,0.066752338
3066,0.037409866
3067,0.066109802
3068,0.096808738
3069,0.08988363
3070,0.18926251
3071,0.10908831
3072,0.2455201
3073,0.16113372
3074,0.17255658
3075,0.13136289
3076,0.10716071
3077,0.063896623
3078,0.074605554
3079,0.15585065
3080,0.14321411
3081,0.097736846
3082,0.089669451
3083,0.14592704
3084,0.13985864
3085,0.080745342
3086,0.060255586
3087,0.044906118
3088,0.040622546
3089,0.045620047
3090,0.043763832
3091,0.034625544
3092,0.028914114
3093,0.026915114
3094,0.025487256
3095,0.022988506
3096,0.020918112
3097,0.024559149
3098,0.025130292
3099,0.028128793
3100,0.022488756
3101,0.020204184
3102,0.018847719
3103,0.020275576
3104,0.021275077
3105,0.017848219
3106,0.016063397
3107,0.014492754
3108,0.016563147
3109,0.022488756
3110,0.016920111
3111,0.018276576
3112,0.014064396
3113,0.01713429
3114,0.031270079
3115,0.050831727
3116,0.031984008
3117,0.039908617
3118,0.087884629
3119,0.15149568
3120,0.1252945
3121,0.20411223
3122,0.28014564
3123,0.37088599
3124,0.10915971
3125,0.40858142
3126,0.47804669
3127,0.63496823
3128,0.64474905
3129,0.37131434
3130,0.17748269
3131,0.14549868
3132,0.130292
3133,0.20232741
3134,0.2073963
3135,0.1643464
3136,0.11130149
3137,0.11408581
3138,0.10730349
3139,0.087384879
3140,0.070678946
3141,0.068322981
3142,0.054187192
3143,0.047976012
3144,0.052545156
3145,0.052759335
3146,0.045977011
3147,0.040622546
3148,0.037624045
3149,0.034839723
3150,0.03326908
3151,0.028342971
3152,0.028771329
3153,0.029842222
3154,0.046833726
3155,0.035196687
3156,0.027771828
3157,0.026558149
3158,0.025630042
3159,0.023916613
3160,0.023916613
3161,0.030341972
3162,0.0280574
3163,0.023702434
3164,0.026629542
3165,0.022988506
3166,0.018419362
3167,0.016063397
3168,0.023202684
3169,0.043835225
3170,0.037981009
3171,0.046833726
3172,0.032340972
3173,0.045334476
3174,0.076604555
3175,0.056471764
3176,0.065610052
3177,0.1092311
3178,0.056471764
3179,0.064467766
3180,0.12972085
3181,0.2334547
3182,0.28714214
3183,0.23095595
3184,0.20910973
3185,0.1593489
3186,0.19825801
3187,0.20846719
3188,0.22988506
3189,0.16091954
3190,0.20189905
3191,0.30527593
3192,0.3326908
3193,0.28778468
3194,0.17091454
3195,0.093310488
3196,0.10209181
3197,0.07896052
3198,0.068751339
3199,0.061397872
3200,0.056471764
3201,0.049475262
3202,0.045048904
3203,0.040693939
3204,0.036624545
3205,0.033483258
3206,0.031412865
3207,0.029199686
3208,0.027771828
3209,0.026272578
3210,0.02434497
3211,0.021132291
3212,0.01913329
3213,0.019418862
3214,0.016705933
3215,0.016420361
3216,0.016491754
